user_id,latitude,longitude,timestamp,distance_km,speed_kmh,hour,weekday,is_weekend
P001,39.917626579185324,116.35423254122375,2025-01-01 06:05:00,0.0,0.0,6,2,0
P001,39.91044237172598,116.35057528181424,2025-01-01 06:46:00,0.8558972398030098,1.252532546053185,6,2,0
P001,39.91201434625349,116.35395729088688,2025-01-01 07:43:00,0.3362824937729263,0.353981572392554,7,2,0
P001,39.91023110744146,116.46007258543135,2025-01-01 08:47:00,9.021971666068938,8.458098436939629,8,2,0
P001,39.91629062774429,116.34568502829626,2025-01-01 09:32:00,9.746179144284676,12.994905525712902,9,2,0
P001,39.95482525931155,116.38916811936404,2025-01-01 10:26:00,5.653012680631239,6.281125200701377,10,2,0
P001,39.90945914681276,116.45307252480026,2025-01-01 11:42:00,7.406950462047157,5.847592470037229,11,2,0
P001,39.91686308214943,116.35164449828963,2025-01-01 12:21:00,8.660464636606386,13.32379174862521,12,2,0
P001,39.96249576660305,116.38817113242627,2025-01-01 13:32:00,5.94105153292882,5.020606929235623,13,2,0
P001,39.91215179545113,116.35277190740159,2025-01-01 14:09:00,6.34676683129412,10.292054321017492,14,2,0
P001,39.91205945233063,116.34628983452939,2025-01-01 15:47:00,0.5510715296371608,0.3373907324309148,15,2,0
P001,39.95760138959921,116.39244419420737,2025-01-01 16:11:00,6.398864545651306,15.997161364128264,16,2,0
P001,39.95540840033199,116.39098409868528,2025-01-01 17:46:00,0.2732343357405597,0.17256905415193247,17,2,0
P001,39.95578258442071,116.39305511103382,2025-01-01 18:49:00,0.1808695661599215,0.17225672967611572,18,2,0
P001,39.957209508790434,116.38344279881065,2025-01-01 19:48:00,0.8322571700190504,0.846363223748187,19,2,0
P001,39.95335369570997,116.38712504968291,2025-01-01 20:00:00,0.5302296716178942,2.651148358089471,20,2,0
P001,39.91196959109507,116.35435725259566,2025-01-01 21:02:00,5.372073783759992,5.198781081058057,21,2,0
P001,39.95382790239505,116.39073238879297,2025-01-01 22:08:00,5.581004502097595,5.073640456452359,22,2,0
P001,39.9577767153232,116.38843073717489,2025-01-02 06:33:00,0.4799979545694565,0.05702945994884632,6,3,0
P001,39.9180029155844,116.34913913053802,2025-01-02 06:33:00,5.535832696502591,0.0,6,3,0
P001,39.91178191699899,116.35223722334824,2025-01-02 07:59:00,0.7390397072022293,0.515609098048067,7,3,0
P001,39.91741669873924,116.34807736309148,2025-01-02 08:51:00,0.718488509766853,0.829025203577138,8,3,0
P001,39.953917287110976,116.39205548856901,2025-01-02 09:30:00,5.512610732762154,8.480939588864851,9,3,0
P001,39.91372931153702,116.348282179477,2025-01-02 10:47:00,5.808886324293398,4.526404928020829,10,3,0
P001,39.91335709180929,116.35005622353427,2025-01-02 11:46:00,0.15635151919828474,0.15900154494740823,11,3,0
P001,39.916562859116105,116.35299423299037,2025-01-02 12:43:00,0.434727157753655,0.4576075344775316,12,3,0
P001,39.91472098626183,116.34240699504718,2025-01-02 13:09:00,0.9228468729540948,2.129646629894065,13,3,0
P001,39.910370551356756,116.34551238927578,2025-01-02 14:22:00,0.5503315711279309,0.45232731873528564,14,3,0
P001,39.95367643106086,116.39584652734004,2025-01-02 15:21:00,6.435177943305273,6.544248755903668,15,3,0
P001,39.957581304489636,116.38579872043995,2025-01-02 16:54:00,0.957755536371359,0.6179067976589413,16,3,0
P001,39.913813384234345,116.35378138661855,2025-01-02 17:44:00,5.568563993731825,6.68227679247819,17,3,0
P001,39.91652048275241,116.35106981021049,2025-01-02 18:16:00,0.3787028798283108,0.7100678996780828,18,3,0
P001,39.910252453276996,116.45261728280921,2025-01-02 19:32:00,8.659530543771387,6.83647148192478,19,3,0
P001,39.915076482509335,116.35720800501093,2025-01-02 20:10:00,8.127447109358435,12.832811225302793,20,3,0
P001,39.91562746472235,116.35098998507787,2025-01-02 21:05:00,0.5320584350500845,0.5804273836910013,21,3,0
P001,39.9179228893607,116.35160591976617,2025-01-02 22:38:00,0.26011539797459987,0.16781638579006442,22,3,0
P001,39.95018159848355,116.39285817926067,2025-01-03 06:06:00,5.0116532277761205,0.6712035572914447,6,4,0
P001,39.95276086963538,116.38583040826367,2025-01-03 06:40:00,0.6624249254834804,1.1689851626179066,6,4,0
P001,39.90644547321577,116.45641081231352,2025-01-03 07:17:00,7.900758579941324,12.81204094044539,7,4,0
P001,39.92198855812092,116.36311238109703,2025-01-03 08:01:00,8.115868080592831,11.067092837172043,8,4,0
P001,39.94753783801744,116.39120470158055,2025-01-03 09:26:00,3.7073630354107316,2.616962142642869,9,4,0
P001,39.91354624958937,116.34724556440422,2025-01-03 10:56:00,5.310146975562688,3.5400979837084585,10,4,0
P001,39.955549669986056,116.38928614323332,2025-01-03 11:17:00,5.8742934315492334,16.783695518712097,11,4,0
P001,39.949138609693534,116.38781161440917,2025-01-03 12:01:00,0.7225806684340669,0.985337275137364,12,4,0
P001,39.96118775469753,116.39058623534663,2025-01-03 13:07:00,1.3580898162698367,1.2346271056998515,13,4,0
P001,39.913252465405115,116.34466775305111,2025-01-03 14:16:00,6.598867927646443,5.738146024040385,14,4,0
P001,39.96244964406352,116.38630375994349,2025-01-03 15:14:00,6.507398467300373,6.731791517896937,15,4,0
P001,39.951839754876694,116.39419207855794,2025-01-03 16:02:00,1.3551943105270925,1.6939928881588655,16,4,0
P001,39.91485733115852,116.34705345537056,2025-01-03 17:38:00,5.736352267523663,3.585220167202289,17,4,0
P001,39.91340755781881,116.34448477406305,2025-01-03 18:17:00,0.2712346729258759,0.4172841121936552,18,4,0
P001,39.915526819397435,116.45571996226109,2025-01-03 19:58:00,9.457916878647971,5.618564482365131,19,4,0
P001,39.91100039148861,116.46087700783768,2025-01-03 20:59:00,0.6667751908539209,0.65584445002025,20,4,0
P001,39.95887201048521,116.39192940397308,2025-01-03 21:01:00,7.910874745202286,150.0,21,4,0
P001,39.955641320530276,116.38448988935725,2025-01-03 22:46:00,0.7269637279974274,0.4154078445699585,22,4,0
P001,39.92011505502285,116.3450182944308,2025-01-04 06:14:00,5.177559729554719,0.6934231780653641,6,5,1
P001,39.92103283002274,116.34919216354022,2025-01-04 06:56:00,0.3691153788050663,0.5273076840072376,6,5,1
P001,39.95361888206999,116.38997695159976,2025-01-04 07:16:00,5.010101883149638,15.030305649448913,7,5,1
P001,39.916181510920794,116.35633366837591,2025-01-04 08:18:00,5.044437057658742,4.881713281605234,8,5,1
P001,39.94782439764639,116.38978076719131,2025-01-04 09:16:00,4.518776836093809,4.674596726993595,9,5,1
P001,39.95073415428852,116.38604831434883,2025-01-04 10:07:00,0.4527371870844157,0.5326319848051949,10,5,1
P001,39.95035762548791,116.39013784171668,2025-01-04 11:51:00,0.35011339306568445,0.20198849599943333,11,5,1
P001,39.91670979965607,116.34782123755,2025-01-04 12:48:00,5.185297874093175,5.458208288519132,12,5,1
P001,39.91688340402951,116.35601829148348,2025-01-04 13:58:00,0.697016010920918,0.5974422950750725,13,5,1
P001,39.91256420085915,116.34899263532404,2025-01-04 14:18:00,0.7658194886967538,2.2974584660902613,14,5,1
